fecha,id_respuesta,canal,producto,satisfaccion,comentario,tienda,agente
2025-11-09,4162,telefono,Portátil X1,2,Podría ser más potente,Cartagena,Antonio
2025-11-28,630,web,Televisor Z3,10,El sonido se corta a veces,,Miguel
2025-12-08,4612,telefono,Auriculares H7,4,Muy buena atención,Lorca,Miguel
2025-12-28,4757,telefono,  Smartphone S10  ,10,"Todo bien, entrega rápida",Lorca,Laura
2025-12-19,2549,tienda,Smartphone S10,9,"Todo bien, entrega rápida",Lorca,Miguel
2025-12-02,3945,web,Lavadora L2,8,Buen rendimiento,,Carmen
2025-11-14,2458,web,Lavadora L2,10,El sonido se corta a veces,,Carmen
2025-11-05,409,telefono,Televisor Z3,ocho,,Cartagena,Lucia
2025-11-24,3392,telefono,Smartphone S10,10,Podría ser más potente,,Lucia
2025-12-22,165,tienda,Smartphone S10,7,El sonido se corta a veces,Murcia,Carmen
2025-11-16,3266,tienda,Aspiradora V8,1,,Lorca,Antonio
2025-12-28,4789,telefono,Aspiradora V8,8,El sonido se corta a veces,Cartagena,Carmen
2025-11-15,2337,tienda,Televisor Z3,1,El sonido se corta a veces,Murcia,Lucia
2025-11-02,2039,tienda,Auriculares H7,2,"Todo bien, entrega rápida",,Miguel
2025-12-29,1970,telefono,Lavadora L2,6,Muy útil la explicación del técnico,,Laura
2025-11-30,3509,web,Auriculares H7,7,,,Miguel
2025-11-25,4436,telefono,Televisor Z3,3,,Murcia,Antonio
2025-11-23,3571,web,Auriculares H7,2,"Todo bien, entrega rápida",,Antonio
2025-11-27,1650,web,Aspiradora V8,3,,,Laura
2025-12-09,4097,tienda,Portátil X1,7,Podría ser más potente,Cartagena,Carmen
2025-12-25,2427,web,Televisor Z3,2,Buen rendimiento,,Antonio
2025-11-19,1088,web,Smartphone S10,3,Muy útil la explicación del técnico,,Laura
2025-11-28,1296,web,  Smartphone S10  ,10,La entrega se retrasó (act.),,Laura
2025-00-15,4300,tienda,Televisor Z3,  NS/NC  ,,Lorca,Carmen
2025-11-05,3771,telefono,Portátil X1,8,"Todo bien, entrega rápida",Lorca,Lucia
2025-12-01,3140,web,Auriculares H7,9,Muy útil la explicación del técnico,,Lucia
2025-13-01,2043,telefono,Lavadora L2,4,,Murcia,Miguel
2025-11-27,4170,telefono,Portátil X1,diez,,Lorca,Miguel
2025-12-19,1755,telefono,Televisor Z3,NA,Amable la atención,Cartagena,Laura
2025-12-29,295,web,Televisor Z3,9,Buen rendimiento,,Lucia
2025-11-13,4159,web,Smartphone S10,2,Podría ser más potente,,Laura
2025-11-14,966,telefono,Portátil X1,1,Buen rendimiento,Lorca,Antonio
2025-11-28,1823,tienda,Auriculares H7,8,La entrega se retrasó,Murcia,Miguel
2025-11-15,1910,telefono,Aspiradora V8,1,Muy buena atención,,Lucia
2025-11-23,2915,tienda,Portátil X1,No contesta,La entrega se retrasó,,Lucia
2025-11-14,2861,telefono,Lavadora L2,4,Muy útil la explicación del técnico,Cartagena,Lucia
2025-12-29,3916,telefono,Lavadora L2,6,Muy útil la explicación del técnico,,Miguel
2025-11-27,2364,web,Smartphone S10,3,Podría ser más potente,,Carmen
2025-12-03,529,tienda,Portátil X1,5,Muy útil la explicación del técnico,,Antonio
2025-11-10,3203,web,Televisor Z3,1,Muy buena atención,,Lucia
2025-11-26,3226,tienda,Aspiradora V8,8,La entrega se retrasó,,Antonio
2025-12-07,1969,web,  Televisor Z3  ,2,Buen rendimiento,,Laura
2025-12-19,2238,tienda,Televisor Z3,NA,Amable la atención,,Antonio
2025-11-26,28,web,Aspiradora V8,nueve,"Todo bien, entrega rápida",,Antonio
2025/12/40,4179,tienda,Lavadora L2,9,Podría ser más potente,Cartagena,Lucia
2025-11-25,1674,tienda,Smartphone S10,2,Podría ser más potente,,Antonio
2025-12-22,275,telefono,Aspiradora V8,11,Muy útil la explicación del técnico,,Antonio
2025-12-22,1073,telefono,Lavadora L2,8,El sonido se corta a veces,Lorca,Carmen
2025-11-10,1075,tienda,Televisor Z3,3,Buen rendimiento,Murcia,Laura
2025-11-30,4063,web,Televisor Z3,5,Podría ser más potente,,Carmen
2025-12-15,4192,telefono,Lavadora L2,3,Muy útil la explicación del técnico,,Carmen
2025-11-21,3718,telefono,Smartphone S10,2,"  Todo bien, entrega rápida  ",Cartagena,Miguel
2025-12-03,676,telefono,Aspiradora V8,diez,,Cartagena,Laura
2025-12-03,4575,tienda,Portátil X1,No contesta,,Murcia,Lucia
2025-11-14,2303,web,Smartphone S10,2,El sonido se corta a veces,,Laura
2025-12-09,3383,web,Aspiradora V8,No contesta,Podría ser más potente,,Antonio
2025-11-23,4467,telefono,Aspiradora V8,2,Buen rendimiento,,Antonio
2025-11-17,1291,tienda,Aspiradora V8,1,Muy buena atención,,Lucia
2025-11-01,3705,tienda,Smartphone S10,2,,,Miguel
2025-11-10,586,tienda,Auriculares H7,3,Muy buena atención,,Laura
2025-11-18,838,web,Portátil X1,  NS/NC  ,Amable la atención,,Carmen
2025-11-16,711,tienda,Aspiradora V8,7,La entrega se retrasó,Lorca,Carmen
2025-11-11,4464,telefono,Televisor Z3,2,Buen rendimiento,Cartagena,Lucia
2025-12-23,2616,tienda,Televisor Z3,8,  Muy útil la explicación del técnico  ,Murcia,Antonio
2025-11-19,1251,tienda,Televisor Z3,3,Muy útil la explicación del técnico,,Laura
31-12-2025,4371,telefono,Aspiradora V8,3,Podría ser más potente,,Laura
2025-12-24,2966,telefono,Auriculares H7,6,Buen rendimiento,,Laura
2025-11-19,1438,web,  Smartphone S10  ,7,"Todo bien, entrega rápida",,Carmen
2025-11-25,4034,telefono,Aspiradora V8,5,La entrega se retrasó,Murcia,Miguel
2025-11-19,1554,telefono,Auriculares H7,7,Muy útil la explicación del técnico,,Carmen
2025-12-21,817,web,Smartphone S10,9,  Buen rendimiento  ,,Antonio
xx,1244,telefono,Aspiradora V8,6,,Murcia,Lucia
2025-12-05,4137,telefono,Portátil X1,4,"Todo bien, entrega rápida",,Antonio
2025-11-08,958,web,Aspiradora V8,4,Podría ser más potente,,Lucia
2025-11-24,303,web,Aspiradora V8,1,  Muy buena atención  ,,Miguel
2025-12-01,2620,tienda,Auriculares H7,11,Amable la atención,Cartagena,Carmen
2025-12-17,4828,telefono,Televisor Z3,5,"Todo bien, entrega rápida",Cartagena,Antonio
2025-12-13,4176,telefono,Televisor Z3,9,La entrega se retrasó,Murcia,Carmen
2025-12-04,2679,tienda,Smartphone S10,4,,,Antonio
2025-12-05,3560,telefono,Auriculares H7,4,Muy buena atención,Murcia,Lucia
2025-12-12,2486,telefono,Auriculares H7,1,  Muy buena atención  ,Murcia,Antonio
2025-12-24,498,telefono,Aspiradora V8,0,Amable la atención (act.),Cartagena,Miguel
2025-11-02,3939,telefono,Portátil X1,8,La entrega se retrasó,Cartagena,Carmen
2025-11-08,1064,telefono,Portátil X1,6,Muy útil la explicación del técnico,,Miguel
2025-11-13,873,web,  Auriculares H7  ,ocho,Podría ser más potente,,Miguel
2025-12-15,590,web,Televisor Z3,10,La entrega se retrasó (act.),,Lucia
2025-11-23,2820,tienda,  Televisor Z3  ,  NS/NC  ,,Lorca,Lucia
2025-12-10,4180,telefono,Portátil X1,diez,Amable la atención,Murcia,Miguel
2025-11-20,953,telefono,Auriculares H7,4,Podría ser más potente,,Lucia
2025-12-21,160,telefono,Aspiradora V8,1,  Muy útil la explicación del técnico  ,Murcia,Laura
2025-12-01,907,telefono,Televisor Z3,ns/nc,La entrega se retrasó,Lorca,Lucia
2025-11-03,924,web,Televisor Z3,5,Podría ser más potente,,Miguel
2025-12-01,2771,telefono,Aspiradora V8,diez,Muy buena atención,,Lucia
2025-11-08,60,telefono,Televisor Z3,8,La entrega se retrasó,,Miguel
2025-11-05,2923,telefono,Portátil X1,NA,  El sonido se corta a veces  ,,Carmen
2025-11-27,4755,web,Smartphone S10,2,,,Lucia
2025-12-09,4913,web,Lavadora L2,10,Buen rendimiento,,Antonio
2025-11-19,3804,web,Lavadora L2,1,El sonido se corta a veces,,Antonio
2025-12-10,1976,tienda,Auriculares H7,9,Muy útil la explicación del técnico,,Miguel
2025-12-05,24,web,Portátil X1,4,  Muy buena atención  ,,Lucia
2025-11-22,4589,telefono,Televisor Z3,7,Amable la atención,Cartagena,Antonio
2025-11-24,2626,web,Televisor Z3,5,Muy buena atención,,Lucia
2025-11-23,684,tienda,Auriculares H7,10,Muy útil la explicación del técnico,Murcia,Antonio
2025-12-21,3736,web,Smartphone S10,7,Muy buena atención,,Miguel
2025-11-30,3064,web,Televisor Z3,9,Muy útil la explicación del técnico,,Miguel
2025/12/40,2395,telefono,  Aspiradora V8  ,1,Muy útil la explicación del técnico,Murcia,Carmen
2025-12-28,4452,tienda,Televisor Z3,10,  Podría ser más potente  ,,Antonio
2025-11-17,3716,web,Televisor Z3,1,"Todo bien, entrega rápida",,Lucia
2025-11-15,3604,web,Smartphone S10,4,Muy buena atención,,Carmen
2025-11-30,2141,tienda,Lavadora L2,4,Muy útil la explicación del técnico,,Miguel
2025/12/40,2057,tienda,Televisor Z3,10,La entrega se retrasó,Lorca,Lucia
2025-11-04,2703,web,Aspiradora V8,  NS/NC  ,Muy buena atención,,Miguel
2025-12-29,229,web,Televisor Z3,4,Amable la atención,,Lucia
2025-12-24,490,tienda,Smartphone S10,1,Amable la atención,Lorca,Miguel
2025-12-27,1238,web,Smartphone S10,9,  Amable la atención  ,,Carmen
2025-12-30,3714,telefono,Smartphone S10,6,Amable la atención,,Laura
2025-12-09,830,tienda,Auriculares H7,4,"Todo bien, entrega rápida",Cartagena,Antonio
2025-11-30,4896,telefono,Televisor Z3,9,Buen rendimiento,,Carmen
2025-12-17,386,web,Smartphone S10,6,  Muy útil la explicación del técnico  ,,Miguel
2025-11-09,4301,telefono,Portátil X1,0,Podría ser más potente,,Lucia
2025-11-06,2498,tienda,  Auriculares H7  ,3,Muy útil la explicación del técnico,Murcia,Carmen
2025-12-24,2284,web,Smartphone S10,9,"Todo bien, entrega rápida",,Carmen
2025-12-02,16,web,  Portátil X1  ,No contesta,La entrega se retrasó,,Miguel
2025-11-04,1825,web,Aspiradora V8,1,Amable la atención,,Lucia
2025-12-12,3163,telefono,Smartphone S10,10,,Cartagena,Lucia
2025-12-21,4997,web,Lavadora L2,3,  Muy buena atención  ,,Laura
2025-12-10,1389,tienda,Smartphone S10,4,El sonido se corta a veces,Cartagena,Carmen
2025-11-17,4628,tienda,Smartphone S10,6,La entrega se retrasó,Cartagena,Lucia
2025-12-07,1589,telefono,Televisor Z3,8,,,Laura
2025-12-21,4741,telefono,Portátil X1,11,  Muy útil la explicación del técnico   (act.),,Carmen
2025-12-29,3349,telefono,Auriculares H7,2,La entrega se retrasó,,Antonio
2025-11-22,4935,telefono,  Smartphone S10  ,5,  Amable la atención  ,,Antonio
2025-11-18,1752,telefono,Auriculares H7,9,Podría ser más potente,,Antonio
2025-11-26,3275,telefono,Smartphone S10,6,Amable la atención,,Carmen
2025-12-18,1151,tienda,Lavadora L2,8,Muy buena atención,Lorca,Miguel
2025-12-22,3427,web,Televisor Z3,  NS/NC  ,Podría ser más potente,,Miguel
2025-11-20,1305,web,Auriculares H7,ns/nc,  Muy útil la explicación del técnico  ,,Lucia
2025-11-28,1232,telefono,Smartphone S10,2,Muy buena atención,,Carmen
2025-11-11,2745,telefono,Lavadora L2,2,,Lorca,Miguel
2025-11-06,1793,web,Televisor Z3,7,  Amable la atención  ,,Carmen
2025-11-11,4760,tienda,Aspiradora V8,2,Podría ser más potente,,Lucia
2025-12-05,3556,tienda,Auriculares H7,No contesta,Muy útil la explicación del técnico,Murcia,Carmen
2025-12-06,1270,telefono,Auriculares H7,9,Amable la atención,,Lucia
2025-12-29,3161,tienda,Auriculares H7,8,Muy buena atención,,Carmen
2025-11-16,3489,tienda,Televisor Z3,ns/nc,Podría ser más potente,Lorca,Miguel
2025-12-16,964,telefono,Aspiradora V8,5,  La entrega se retrasó  ,,Carmen
2025-12-26,3155,web,Aspiradora V8,5,Muy útil la explicación del técnico,,Lucia
2025-12-24,498,telefono,Aspiradora V8,3,Amable la atención,Cartagena,Miguel
2025-11-18,353,tienda,Smartphone S10,9,Muy útil la explicación del técnico,Lorca,Laura
2025-11-28,1839,tienda,Televisor Z3,5,La entrega se retrasó,,Carmen
2025-12-26,3946,telefono,Auriculares H7,11,La entrega se retrasó,Cartagena,Miguel
2025-12-17,4132,web,Televisor Z3,6,Amable la atención,,Carmen
2025-11-09,2491,tienda,Portátil X1,11,Buen rendimiento,,Antonio
2025-00-15,2,web,Portátil X1,2,Podría ser más potente,,Miguel
2025-11-12,4404,web,Smartphone S10,7,La entrega se retrasó,,Miguel
2025-11-05,286,web,Smartphone S10,2,Amable la atención,,Laura
2025-12-12,4955,web,  Smartphone S10  ,100,Podría ser más potente,,Lucia
2025-12-11,1647,telefono,  Televisor Z3  ,8,Podría ser más potente,,Lucia
2025-12-28,784,tienda,Smartphone S10,8,Muy buena atención,,Antonio
2025-11-20,2909,web,Televisor Z3,5,Muy útil la explicación del técnico,,Laura
2025-00-15,4165,web,Auriculares H7,7,Buen rendimiento,,Laura
2025-11-03,4848,tienda,Smartphone S10,nueve,Amable la atención,Lorca,Antonio
2025-11-19,2397,web,Auriculares H7,1,  El sonido se corta a veces  ,,Carmen
2025-11-20,69,telefono,Aspiradora V8,6,El sonido se corta a veces,Cartagena,Antonio
2025-11-21,404,telefono,Portátil X1,1,La entrega se retrasó,,Antonio
2025-11-16,3435,web,Aspiradora V8,2,Muy útil la explicación del técnico,,Antonio
2025-11-27,2803,tienda,Aspiradora V8,2,Buen rendimiento,,Antonio
2025-12-07,798,web,Lavadora L2,2,Muy útil la explicación del técnico,,Laura
2025-12-08,3099,telefono,Auriculares H7,5,La entrega se retrasó,,Lucia
2025-12-26,3544,web,Auriculares H7,2,La entrega se retrasó (act.),,Miguel
2025-12-18,4615,telefono,Televisor Z3,7,El sonido se corta a veces,Murcia,Antonio
2025-11-02,2024,web,Portátil X1,6,Muy útil la explicación del técnico,,Antonio
2025-11-10,178,tienda,Televisor Z3,3,Buen rendimiento,Lorca,Miguel
2025-11-18,954,tienda,  Lavadora L2  ,6,Muy útil la explicación del técnico,,Carmen
2025-12-19,3429,telefono,Smartphone S10,9,Muy buena atención,,Carmen
2025-12-18,2140,tienda,  Portátil X1  ,8,Amable la atención,Cartagena,Miguel
xx,1201,web,Lavadora L2,5,,,Laura
2025-11-08,4450,tienda,Auriculares H7,8,"Todo bien, entrega rápida",Murcia,Laura
2025-12-23,2916,telefono,Auriculares H7,diez,El sonido se corta a veces,Murcia,Laura
2025/12/40,4594,telefono,Portátil X1,9,Muy útil la explicación del técnico,,Carmen
2025-11-26,2301,web,Aspiradora V8,1,El sonido se corta a veces,,Miguel
2025-11-13,1757,telefono,Auriculares H7,4,"  Todo bien, entrega rápida  ",,Antonio
2025/12/40,3487,tienda,Auriculares H7,7,,Murcia,Laura
2025-12-04,2607,tienda,Smartphone S10,5,  El sonido se corta a veces  ,,Lucia
2025-12-24,1578,web,Lavadora L2,8,Amable la atención,,Miguel
2025-12-17,2720,web,Auriculares H7,2,Buen rendimiento,,Antonio
2025-11-27,2242,web,Televisor Z3,1,,,Laura
2025-11-20,1929,telefono,Televisor Z3,4,Muy útil la explicación del técnico,,Laura
2025-12-20,2775,web,Televisor Z3,8,,,Antonio
2025-12-09,1508,telefono,Lavadora L2,No contesta,Buen rendimiento,,Miguel
2025-11-05,1498,tienda,Auriculares H7,5,La entrega se retrasó,,Antonio
2025-11-01,3750,telefono,Portátil X1,10,Amable la atención,Murcia,Lucia
2025-11-16,2293,tienda,Smartphone S10,7,"Todo bien, entrega rápida",,Laura
2025-11-16,2494,telefono,Aspiradora V8,5,Buen rendimiento,Murcia,Carmen
2025-12-14,4366,web,Televisor Z3,11,"Todo bien, entrega rápida",,Carmen
2025-11-30,539,web,Smartphone S10,7,"Todo bien, entrega rápida",,Antonio
2025-11-17,1331,web,Auriculares H7,100,Muy útil la explicación del técnico,,Antonio
2025-11-26,2304,telefono,Lavadora L2,3,"Todo bien, entrega rápida",,Antonio
2025-11-24,2500,web,Televisor Z3,7,Buen rendimiento,,Miguel
2025-12-23,1613,web,Televisor Z3,1,  Muy buena atención  ,,Miguel
2025-11-24,1489,web,  Aspiradora V8  ,1,Amable la atención,,Antonio
2025-11-03,2019,telefono,Televisor Z3,10,Muy buena atención,,Laura
2025-12-29,1745,tienda,  Auriculares H7  ,11,Podría ser más potente,Murcia,Carmen
2025-12-28,706,tienda,Lavadora L2,11,Muy útil la explicación del técnico (act.),Lorca,Miguel
2025-11-09,23,tienda,Televisor Z3,5,  El sonido se corta a veces  ,,Laura
2025-11-05,4854,tienda,  Televisor Z3  ,5,El sonido se corta a veces,,Miguel
2025-12-27,121,telefono,Auriculares H7,4,Muy útil la explicación del técnico,Murcia,Miguel
2025-11-05,4296,web,Aspiradora V8,3,,,Lucia
2025-12-08,4440,telefono,Aspiradora V8,11,La entrega se retrasó (act.),,Antonio
2025-12-09,949,telefono,Portátil X1,7,El sonido se corta a veces,,Carmen
2025-12-31,511,telefono,  Lavadora L2  ,9,,Cartagena,Antonio
2025-12-31,1394,telefono,Auriculares H7,10,Buen rendimiento,Murcia,Antonio
2025-12-23,1509,tienda,Televisor Z3,9,"Todo bien, entrega rápida",,Laura
2025-13-01,1195,web,Aspiradora V8,3,  Muy buena atención  ,,Miguel
2025-11-25,4456,telefono,Portátil X1,9,El sonido se corta a veces,,Antonio
2025-12-17,1332,telefono,Aspiradora V8,6,Podría ser más potente,Lorca,Lucia
2025-11-25,1310,telefono,Auriculares H7,  NS/NC  ,Muy buena atención,,Laura
2025-12-23,4949,tienda,  Auriculares H7  ,10,  La entrega se retrasó  ,Cartagena,Laura
2025-12-13,4815,telefono,Portátil X1,8,,,Laura
2025-11-21,2974,telefono,Smartphone S10,1,La entrega se retrasó,Lorca,Laura
2025-11-06,3801,tienda,Aspiradora V8,1,  Amable la atención  ,,Miguel
2025-11-18,4388,telefono,Smartphone S10,5,"Todo bien, entrega rápida",,Carmen
2025-12-13,4108,telefono,Smartphone S10,9,Buen rendimiento,,Laura
2025-11-01,127,web,Televisor Z3,0,Muy útil la explicación del técnico,,Laura
2025-12-31,1932,telefono,Aspiradora V8,2,Muy útil la explicación del técnico,,Miguel
2025-12-18,2813,telefono,  Smartphone S10  ,ocho,La entrega se retrasó,,Carmen
2025-11-30,3975,web,Televisor Z3,7,Podría ser más potente,,Carmen
2025-11-11,2540,web,Televisor Z3,3,,,Miguel
2025-11-17,2670,tienda,Televisor Z3,7,Buen rendimiento,Cartagena,Laura
2025-11-13,4985,web,Lavadora L2,-1,Muy buena atención,,Lucia
2025-12-14,4061,telefono,Televisor Z3,9,"Todo bien, entrega rápida",Murcia,Laura
2025-12-30,3720,tienda,Lavadora L2,5,Muy útil la explicación del técnico,,Antonio
2025-12-25,3749,web,Portátil X1,8,  El sonido se corta a veces  ,,Carmen
2025-11-28,1118,telefono,Smartphone S10,nueve,Muy buena atención,,Lucia
2025-11-21,3249,telefono,Televisor Z3,4,Buen rendimiento,Lorca,Laura
2025-11-22,4614,tienda,Auriculares H7,1,Muy buena atención,Cartagena,Antonio
2025-11-24,664,telefono,Smartphone S10,10,Muy útil la explicación del técnico,,Lucia
2025-12-03,2823,telefono,Portátil X1,3,,Murcia,Laura
2025-11-15,574,web,Televisor Z3,10,La entrega se retrasó,,Carmen
2025-11-09,3653,tienda,Televisor Z3,9,Muy útil la explicación del técnico,,Laura
2025-12-07,697,tienda,Televisor Z3,nueve,Amable la atención,Lorca,Antonio
2025-12-04,4084,web,  Portátil X1  ,1,Amable la atención,,Antonio
2025-12-23,4809,tienda,Televisor Z3,ns/nc,Buen rendimiento,,Miguel
2025-11-10,4906,tienda,Smartphone S10,9,Buen rendimiento,Lorca,Miguel
2025-11-20,3170,web,Televisor Z3,1,Podría ser más potente,,Lucia
31-12-2025,4200,tienda,  Smartphone S10  ,10,Muy útil la explicación del técnico,,Lucia
2025-12-23,1072,web,Aspiradora V8,5,  Podría ser más potente  ,,Antonio
2025-11-14,4378,tienda,Aspiradora V8,1,,,Carmen
2025-12-13,2188,telefono,Lavadora L2,NA,Muy buena atención,,Laura
2025-11-14,4023,web,Lavadora L2,10,Buen rendimiento,,Laura
2025-11-01,4210,tienda,Aspiradora V8,10,"Todo bien, entrega rápida",Lorca,Lucia
2025-12-30,2046,web,Televisor Z3,3,,,Miguel
2025-12-12,283,tienda,Televisor Z3,5,Amable la atención,Lorca,Carmen
2025-12-12,259,telefono,Auriculares H7,ns/nc,Buen rendimiento,Murcia,Laura
2025-11-14,2665,tienda,Auriculares H7,5,La entrega se retrasó,,Miguel
2025-12-22,1812,web,Auriculares H7,10,Muy útil la explicación del técnico,,Antonio
2025-12-22,1798,telefono,Auriculares H7,7,Muy buena atención,,Laura
2025-12-04,600,telefono,Portátil X1,2,,Lorca,Carmen
2025-12-03,3234,tienda,Portátil X1,9,Amable la atención,,Carmen
2025-12-09,726,telefono,Aspiradora V8,1,"Todo bien, entrega rápida",,Antonio
2025-11-16,1637,web,Auriculares H7,2,Muy buena atención,,Lucia
2025/12/40,2919,telefono,Aspiradora V8,5,Muy útil la explicación del técnico,Cartagena,Carmen
2025-11-12,678,tienda,Smartphone S10,7,Podría ser más potente,Cartagena,Miguel
2025-12-05,1330,telefono,  Aspiradora V8  ,8,Muy buena atención,,Carmen
2025-12-31,1153,web,Televisor Z3,No contesta,El sonido se corta a veces,,Carmen
2025-11-18,1347,web,Smartphone S10,4,Podría ser más potente,,Miguel
2025-12-02,56,web,Smartphone S10,6,Muy útil la explicación del técnico,,Miguel
2025-12-30,4189,telefono,  Smartphone S10  ,8,Amable la atención,,Lucia
2025-11-19,826,tienda,Televisor Z3,10,Buen rendimiento,,Laura
2025-12-29,1412,telefono,Portátil X1,6,,,Laura
2025-12-08,1547,web,Smartphone S10,7,Podría ser más potente,,Carmen
2025-12-12,3337,tienda,Smartphone S10,3,  Buen rendimiento  ,,Antonio
2025-12-23,2215,telefono,Smartphone S10,2,Buen rendimiento,Murcia,Carmen
2025-12-19,86,web,Televisor Z3,5,,,Miguel
2025-12-10,2921,tienda,Smartphone S10,8,El sonido se corta a veces,Cartagena,Carmen
2025-12-04,1362,web,Portátil X1,No contesta,Muy útil la explicación del técnico,,Carmen
2025-12-05,2936,telefono,Aspiradora V8,1,El sonido se corta a veces,,Laura
2025-11-29,889,telefono,Aspiradora V8,diez,Muy buena atención,,Carmen
2025-11-15,2955,tienda,Aspiradora V8,1,La entrega se retrasó,,Carmen
2025-11-29,1688,web,Auriculares H7,9,La entrega se retrasó,,Carmen
2025-11-29,1820,tienda,Lavadora L2,  NS/NC  ,Podría ser más potente,Cartagena,Antonio
2025-00-15,3704,telefono,  Auriculares H7  ,10,El sonido se corta a veces,,Miguel
2025-11-20,1973,web,Televisor Z3,10,Podría ser más potente,,Lucia
2025-12-18,715,tienda,Smartphone S10,1,"Todo bien, entrega rápida",Lorca,Miguel
2025-11-03,2287,telefono,Televisor Z3,8,,,Carmen
2025-11-29,4832,tienda,Auriculares H7,2,Buen rendimiento,Lorca,Antonio
2025-11-15,4798,telefono,Auriculares H7,0,"Todo bien, entrega rápida (act.)",,Lucia
2025-12-08,4501,telefono,  Portátil X1  ,9,,Cartagena,Lucia
2025-11-20,2849,telefono,Portátil X1,2,Buen rendimiento,,Lucia
2025-12-19,124,tienda,Auriculares H7,1,La entrega se retrasó,Cartagena,Carmen
2025-12-16,4762,web,Televisor Z3,  NS/NC  ,Buen rendimiento,,Antonio
2025-12-29,981,telefono,Portátil X1,1,Muy buena atención,Lorca,Miguel
2025-12-17,176,tienda,Aspiradora V8,nueve,Muy útil la explicación del técnico,Cartagena,Laura
2025-12-27,582,tienda,Lavadora L2,10,La entrega se retrasó,Murcia,Carmen
2025-12-02,4131,web,  Televisor Z3  ,5,  Buen rendimiento  ,,Carmen
2025-12-23,1617,web,Lavadora L2,9,,,Antonio
2025-12-05,4547,tienda,Lavadora L2,10,  Amable la atención  ,Cartagena,Laura
2025-11-16,2877,tienda,Televisor Z3,7,El sonido se corta a veces,,Carmen
xx,4923,telefono,Portátil X1,No sabe/No contesta,,,Miguel
2025-12-28,3244,web,Televisor Z3,5,,,Carmen
2025-12-28,1862,telefono,Lavadora L2,3,Amable la atención,Murcia,Carmen
2025-11-09,3576,web,Portátil X1,3,El sonido se corta a veces,,Carmen
2025-11-19,3607,telefono,Portátil X1,2,Podría ser más potente,,Laura
2025-11-23,4879,telefono,Portátil X1,1,  El sonido se corta a veces  ,Cartagena,Lucia
2025-11-20,2975,tienda,Smartphone S10,5,  Amable la atención  ,,Antonio
2025-12-21,298,telefono,Lavadora L2,3,Buen rendimiento,,Carmen
2025-12-14,926,tienda,Auriculares H7,3,,,Laura
31-12-2025,4119,web,Aspiradora V8,1,,,Carmen
2025-11-09,4227,telefono,Lavadora L2,4,"Todo bien, entrega rápida",Cartagena,Carmen
2025-11-06,2116,tienda,Lavadora L2,No sabe/No contesta,Amable la atención,Lorca,Lucia
2025-11-10,1308,telefono,Auriculares H7,  NS/NC  ,Buen rendimiento,,Miguel
2025-11-02,1673,telefono,Televisor Z3,7,Buen rendimiento,Cartagena,Miguel
2025-12-27,1200,web,Smartphone S10,6,Muy buena atención,,Laura
2025-11-26,2230,telefono,Aspiradora V8,4,"  Todo bien, entrega rápida  ",,Miguel
2025-12-30,4316,tienda,  Portátil X1  ,3,Buen rendimiento (act.),,Carmen
2025-12-16,294,telefono,  Smartphone S10  ,7,  Muy útil la explicación del técnico  ,,Antonio
2025-11-06,2691,telefono,Auriculares H7,4,  La entrega se retrasó  ,,Lucia
2025-12-05,2580,telefono,Auriculares H7,3,Podría ser más potente,Lorca,Laura
2025-11-05,4168,tienda,Smartphone S10,10,  El sonido se corta a veces  ,Lorca,Laura
2025-11-16,693,web,Televisor Z3,5,Amable la atención,,Laura
2025-12-02,687,tienda,Televisor Z3,5,El sonido se corta a veces,Murcia,Antonio
2025-12-21,818,web,Aspiradora V8,3,,,Carmen
2025-11-09,217,telefono,Auriculares H7,7,Buen rendimiento,Murcia,Lucia
2025-12-31,3326,web,  Smartphone S10  ,0,El sonido se corta a veces,,Laura
2025-11-22,3890,web,Portátil X1,3,Muy buena atención,,Lucia
2025-12-07,30,web,Portátil X1,9,Podría ser más potente (act.),,Antonio
2025-11-23,4925,tienda,Lavadora L2,nueve,Muy buena atención,,Laura
2025-12-11,479,web,Televisor Z3,ns/nc,Muy buena atención,,Laura
2025-12-24,4213,telefono,Aspiradora V8,8,Podría ser más potente,Murcia,Antonio
2025-11-06,3581,tienda,Portátil X1,NS/NC, (act.),,Lucia
2025-12-12,3199,web,Auriculares H7,7,Muy buena atención,,Antonio
2025-11-05,813,telefono,  Aspiradora V8  ,8,  Amable la atención  ,Lorca,Lucia
2025-00-15,844,telefono,Aspiradora V8,5,Buen rendimiento,Cartagena,Laura
31-12-2025,3057,web,Televisor Z3,No contesta,  Muy útil la explicación del técnico  ,,Carmen
2025-11-07,2376,tienda,Televisor Z3,5,,Murcia,Laura
2025-12-30,4070,web,Portátil X1,6,Amable la atención,,Lucia
2025-11-11,2033,web,Auriculares H7,ocho,Muy buena atención,,Miguel
2025-11-12,968,tienda,Portátil X1,9,Amable la atención,Lorca,Lucia
2025-11-05,4646,web,Portátil X1,nueve,"Todo bien, entrega rápida",,Lucia
2025-11-25,973,tienda,Portátil X1,0,"Todo bien, entrega rápida",Lorca,Laura
2025-11-22,1897,web,Portátil X1,No Sabe,Muy útil la explicación del técnico,,Laura
2025-12-11,2705,tienda,  Televisor Z3  ,7,"Todo bien, entrega rápida",,Antonio
2025-11-25,3900,tienda,Portátil X1,0,  Muy buena atención   (act.),Lorca,Antonio
